일차,구분,뜻,표기
18일차,동사,빛나다,"輝く (かがやく)"
18일차,동사,고쳐 쓰다,"書き直す (かきなおす)"
18일차,동사,숨기다,"隠す (かくす)"
18일차,동사,숨다,"隠れる (かくれる)"
18일차,동사,둘러싸다,"囲む (かこむ)"
18일차,동사,겹치다,"重なる (かさなる)"
18일차,동사,포개다,"重ねる (かさねる)"
18일차,동사,벌다,"稼ぐ (かせぐ)"
18일차,동사,세다,"数える (かぞえる)"
18일차,동사,정돈되다,"片づく (かたづく)"
18일차,동사,슬퍼하다,"悲しむ (かなしむ)"
18일차,동사,마르다,"枯れる (かれる)"
18일차,동사,말리다,"乾かす (かわかす)"
18일차,동사,목마르다,"渇く (かわく)"
18일차,동사,느끼다,"感じる (かんじる)"
18일차,동사,~한 느낌이 들다,"気がする (きがする)"
18일차,동사,되묻다,"聞き直す (ききなおす)"
18일차,동사,효과가 있다,"効く (きく)"
18일차,동사,새기다,"刻む (きざむ)"
18일차,동사,알아차리다,"気づく (きづく)"
18일차,동사,신경 쓰다,"気にする (きにする)"
18일차,동사,신경 쓰이다,"気になる (きになる)"
18일차,동사,조심하다,"気を付ける (きをつける)"
18일차,동사,단락을 짓다,"区切る (くぎる)"
18일차,동사,썩다,"腐る (くさる)"
18일차,동사,지치다,くたびれる
18일차,동사,내려가다,"下る (くだる)"
18일차,동사,나눠주다,"配る (くばる)"
18일차,동사,해고되다,"首になる (くびになる)"
18일차,동사,끼다,"組む (くむ)"
18일차,동사,살다,"暮らす (くらす)"
19일차,동사,반복하다,"くり返す (くりかえす)"
19일차,동사,괴로워하다,"苦しむ (くるしむ)"
19일차,동사,더하다,"加える (くわえる)"
19일차,동사,더해지다,"加わる (くわわる)"
19일차,동사,차다,"蹴る (ける)"
19일차,동사,거절하다,"断る (ことわる)"
19일차,동사,좋아하다,"好む (このむ)"
19일차,동사,엎지르다,"こぼす (こぼす)"
19일차,동사,엎질러지다,"こぼれる (こぼれる)"
19일차,동사,굴리다,"転がす (ころがす)"
19일차,동사,구르다,"転がる (ころがる)"
19일차,동사,죽이다,"殺す (ころす)"
19일차,동사,외치다,"叫ぶ (さけぶ)"
19일차,동사,피하다,"避ける (さける)"
19일차,동사,권유하다,"誘う (さそう)"
19일차,동사,땡땡이치다,サボる
19일차,동사,식히다,"冷ます (さます)"
19일차,동사,깨우다,"覚ます (さます)"
19일차,동사,식다,"冷める (さめる)"
19일차,동사,깨다,"覚める (さめる)"
19일차,동사,떠나다,"去る (さる)"
19일차,동사,완성되다,"仕上がる (しあがる)"
19일차,동사,완성하다,"仕上げる (しあげる)"
19일차,동사,가라앉다,"沈む (しずむ)"
19일차,동사,따르다,"従う (したがう)"
19일차,동사,지불하다,"支払う (しはらう)"
19일차,동사,묶다,"縛る (しばる)"
19일차,동사,가리키다,"示す (しめす)"
19일차,동사,웅크리다,しゃがむ
19일차,동사,수다 떨다,しゃべる
19일차,동사,믿다,"信じる (しんじる)"
19일차,동사,지내다,"過ごす (すごす)"
19일차,동사,나아가게 하다,"進める (すすめる)"
19일차,동사,권하다,"勧める (すすめる)"
19일차,동사,끝내다,"済ませる (すませる)"
19일차,동사,붓다,"注ぐ (そそぐ)"
19일차,동사,자라다,"育つ (そだつ)"
19일차,동사,갖추어지다,"揃う (そろう)"
19일차,동사,갖추다,"揃える (そろえる)"
19일차,동사,알다 (겸양),"存じる (ぞんじる)"
19일차,동사,쓰러뜨리다,"倒す (たおす)"
19일차,동사,높아지다,"高まる (たかまる)"
19일차,동사,높이다,"高める (たかめる)"
19일차,동사,안다,"抱く (だく)"
19일차,동사,확인하다,"確かめる (たしかめる)"
19일차,동사,살다, 도움이 되다,"助かる (たすかる)"
19일차,동사,돕다,"助ける (たすける)"
20일차,동사,싸우다,"闘う (たたかう)"
20일차,동사,두드리다,"叩く (たたく)"
20일차,동사,개다,"畳む (たたむ)"
20일차,동사,일어서다,"立ち上がる (たちあがる)"
20일차,동사,멈춰서다,"立ち止まる (たちどまる)"
20일차,동사,지나다,"経つ (たつ)"
20일차,동사,속이다,"だます (だます)"
20일차,동사,모이다,"たまる (たまる)"
20일차,동사,입을 다물다,"黙る (だまる)"
20일차,동사,모으다,"貯める (ためる)"
20일차,동사,다가가다,"近付く (ちかづく)"
20일차,동사,가까이 하다,"近付ける (ちかづける)"
20일차,동사,어지르다,"散らかす (ちらかす)"
20일차,동사,어질러지다,"散らかる (ちらかる)"
20일차,동사,흩어지다,"散る (ちる)"
20일차,동사,통하다,"通じる (つうじる)"
20일차,동사,붙잡히다,"捕まる (つかまる)"
20일차,동사,붙잡다,"つかむ (つかむ)"
20일차,동사,사귀다,"付き合う (つきあう)"
20일차,동사,전해지다,"伝わる (つたわる)"
20일차,동사,힘쓰다,"努める (つとめる)"
20일차,동사,찌부러뜨리다,"つぶす (つぶす)"
20일차,동사,찌부러지다,"つぶれる (つぶれる)"
20일차,동사,쌓다,"積む (つむ)"
20일차,동사,강해지다,"強まる (つよまる)"
20일차,동사,강하게 하다,"強める (つよめる)"
20일차,동사,우연히 만나다,"出会う (であう)"
20일차,동사,완성되다,"出来上がる (できあがる)"
20일차,동사,마중 나가다,"出迎える (でむかえる)"
20일차,동사,지나가다,"通り過ぎる (とおりすぎる)"
20일차,동사,녹이다,"溶かす (とかす)"
20일차,동사,풀다,"溶く (とく)"
20일차,동사,고함치다,"怒鳴る (どなる)"
20일차,동사,날리다,"飛ばす (とばす)"
20일차,동사,뛰어들다,"飛び込む (とびこむ)"
20일차,동사,뛰어나오다,"飛び出す (とびだす)"
20일차,동사,취소하다,"取り消す (とりけす)"
20일차,동사,꺼내다,"取り出す (とりだす)"
20일차,동사,떨어지다, 잡히다,"取れる (とれる)"
20일차,동사,흘려보내다,"流す (ながす)"
20일차,동사,잃다,"亡くす (なくす)"
20일차,동사,게으름 피우다,"怠ける (なまける)"
20일차,동사,고민하다,"悩む (なやむ)"
20일차,동사,울리다,"鳴らす (ならす)"
20일차,동사,쥐다,"握る (にぎる)"
20일차,동사,삶다,"煮る (にる)"
20일차,동사,빼다,"抜く (ぬく)"
21일차,동사,빠지다,"抜ける (ぬける)"
21일차,동사,적시다,"濡らす (ぬらす)"
21일차,동사,남기다,"残す (のこす)"
21일차,동사,싣다,"載せる (のせる)"
21일차,동사,태우다,"乗せる (のせる)"
21일차,동사,제외하다,"除く (のぞく)"
21일차,동사,펴다,"伸ばす (のばす)"
21일차,동사,연장하다,"延ばす (のばす)"
21일차,동사,자라다,"伸びる (のびる)"
21일차,동사,연장되다,"延びる (のびる)"
21일차,동사,오르다,"上る (のぼる)"
21일차,동사,놓치다,"乗り遅れる (のりおくれる)"
21일차,동사,지나치다,"乗り越す (のりこす)"
21일차,동사,실리다,"載る (のる)"
21일차,동사,나다,"生える (はえる)"
21일차,동사,재다,"計る/測る/量る (はかる)"
21일차,동사,쓸다,"掃く (はく)"
21일차,동사,떼다,"外す (はずす)"
21일차,동사,튀다, 활기차다,"弾む (はずむ)"
21일차,동사,상의하다,"話し合う (はなしあう)"
21일차,동사,말을 걸다,"話しかける (はなしかける)"
21일차,동사,떼어놓다,"離す (はなす)"
21일차,동사,환불하다,"払い戻す (はらいもどす)"
21일차,동사,반하다,"反する (はんする)"
21일차,동사,떠맡다,"引き受ける (ひきうける)"
21일차,동사,인출하다,"引き出す (ひきだす)"
21일차,동사,차게 하다,"冷やす (ひやす)"
21일차,동사,넓어지다,"広がる (ひろがる)"
21일차,동사,넓히다,"広げる (ひろげる)"
21일차,동사,깊어지다,"深まる (ふかまる)"
21일차,동사,깊게 하다,"深める (ふかめる)"
21일차,동사,닦다,"拭く (ふく)"
21일차,동사,막다,"防ぐ (ふせぐ)"
21일차,동사,부딪치다,"ぶつける (ぶつける)"
21일차,동사,늘리다,"増やす (ふやす)"
21일차,동사,입금하다,"振り込む (ふりこみ)"
21일차,동사,흔들다,"振る (ふる)"
21일차,동사,떨다,"震える (ふるえる)"
21일차,동사,줄이다,"減らす (へらす)"
21일차,동사,줄다,"減る (へる)"
21일차,동사,말리다,"干す (ほす)"
21일차,동사,미소짓다,"微笑む (ほほえむ)"
21일차,동사,맡기다,"任せる (まかせる)"
21일차,동사,감다,"巻く (まく)"
21일차,동사,구부리다,"曲げる (まげる)"
21일차,동사,섞이다,"混ざる (まざる)"
22일차,동사,섞다,"混ぜる (まぜる)"
22일차,동사,틀리다,"間違う (まちがう)"
22일차,동사,정리되다,"まとまる (まとまる)"
22일차,동사,정리하다,"まとめる (まとめる)"
22일차,동사,배우다,"学ぶ (まなぶ)"
22일차,동사,초대하다,"招く (まねく)"
22일차,동사,헤매다,"迷う (まよう)"
22일차,동사,올려다보다,"見上げる (みあげる)"
22일차,동사,배웅하다,"見送る (みおくる)"
22일차,동사,내려다보다,"見下ろす (みおろす)"
22일차,동사,우연히 보다,"見かける (みかける)"
22일차,동사,재검토하다,"見直す (みなおす)"
22일차,동사,문병하다,"見舞う (みまう)"
22일차,동사,향하다,"向く (むく)"
22일차,동사,벗기다,"剥く (むく)"
22일차,동사,찌다,"蒸す (むす)"
22일차,동사,잇다,"結ぶ (むすぶ)"
22일차,동사,눈에 띄다,"目立つ (めだつ)"
22일차,동사,진찰하다,"診る (みる)"
22일차,동사,신청하다,"申し込む (もうしこむ)"
22일차,동사,타다,"燃える (もえる)"
22일차,동사,태우다,"燃やす (もやす)"
22일차,동사,담다,"盛る (もる)"
22일차,동사,도움이 되다,"役立つ (やくだつ)"
22일차,동사,찢다,"破る (やぶる)"
22일차,동사,찢어지다,"破れる (やぶれる)"
22일차,동사,그만두다,"辞める (やめる)"
22일차,동사,다시 하다,"やり直す (やりなおす)"
22일차,동사,데치다,ゆでる
22일차,동사,용서하다,"許す (ゆるす)"
22일차,동사,취하다,"酔う (よう)"
22일차,동사,가로지르다,"横切る (よこぎる)"
22일차,동사,보내오다,よこす
22일차,동사,더럽히다,"汚す (よごす)"
22일차,동사,만취하다,"酔っ払う (よっぱらう)"
22일차,동사,불러내다,"呼び出す (よびだす)"
22일차,동사,갈라지다,"分かれる (わかれる)"
22일차,동사,나누다,"分ける (わける)"
23일차,い형용사,창백하다,"青白い (あおじろい)"
23일차,い형용사,수상하다,"怪しい (あやしい)"
23일차,い형용사,고맙다,ありがたい
23일차,い형용사,용감하다,"勇ましい (いさましい)"
23일차,い형용사,어둑하다,"薄暗い (うすぐらい)"
23일차,い형용사,부럽다,うらやましい
23일차,이형용사,어리다,"幼い (おさない)"
23일차,이형용사,무섭다,"恐ろしい (おそろしい)"
23일차,이형용사,무겁다,"重たい (おもたい)"
23일차,이형용사,현명하다,"賢い (かしこい)"
23일차,이형용사,끈기있다,"がまん強い (がまんづよい)"
23일차,이형용사,가렵다,かゆい
23일차,이형용사,사랑스럽다,かわいらしい
23일차,이형용사,심하다,"きつい (きつい)"
23일차,이형용사,고약한 냄새가 나다,"臭い (くさい)"
23일차,이형용사,시시하다,くだらない
23일차,이형용사,분하다,"悔しい (くやしい)"
23일차,이형용사,자세하다,"詳しい (くわしい)"
23일차,이형용사,험하다,"険しい (けわしい)"
23일차,이형용사,진하다,"濃い (こい)"
23일차,이형용사,그립다,"恋しい (こいしい)"
23일차,이형용사,짜다,"塩辛い (しおからい)"
23일차,이형용사,끈질기다,しつこい
23일차,이형용사,뻔뻔스럽다,ずうずうしい
23일차,이형용사,날카롭다,"鋭い (するどい)"
23일차,이형용사,덜렁대다,そそっかしい
23일차,이형용사,믿음직하다,"頼もしい (たのもしい)"
23일차,이형용사,나른하다,だるい
23일차,이형용사,갈색이다,"茶色い (ちゃいろい)"
23일차,이형용사,괴롭다,"つらい (つらい)"
23일차,이형용사,터무니없다,とんでもない
23일차,이형용사,그립다,"懐かしい (なつかしい)"
23일차,이형용사,밉다,"憎い (にくい)"
23일차,이형용사,격렬하다,"激しい (はげしい)"
23일차,이형용사,가늘고 길다,"細長い (ほそながい)"
23일차,이형용사,가난하다,"貧しい (まずしい)"
23일차,이형용사,눈부시다,"眩しい (まぶしい)"
23일차,이형용사,추하다,"醜い (みにくい)"
23일차,이형용사,무덥다,"蒸し暑い (むしあつい)"
23일차,이형용사,귀찮다,"面倒くさい (めんどうくさい)"
23일차,이형용사,죄송하다,"申し訳ない (もうしわけない)"
23일차,이형용사,아깝다,もったいない
23일차,이형용사,시끄럽다,やかましい
23일차,이형용사,어쩔 수 없다,"やむを得ない (やむをえない)"
23일차,이형용사,느슨하다,"緩い (ゆるい)"
23일차,이형용사,젊디젊다,"若々しい (わかわかしい)"
24일차,な형용사,명백한,"明らかな (あきらかな)"
24일차,な형용사,안이한,"安易な (あんいな)"
24일차,な형용사,적당한, 무책임한,いいかげんな
24일차,な형용사,심술궂은,"意地悪な (いじわるな)"
24일차,な형용사,이상한,"おかしな (おかしな)"
24일차,な형용사,주된,"主な (おもな)"
24일차,な형용사,가능한,"可能な (かのうな)"
24일차,な형용사,바싹 마른,からからな
24일차,な형용사,텅 빈,がらがらな
24일차,な형용사,불쌍한,かわいそうな
24일차,な형용사,완전한,"完全な (かんぜんな)"
24일차,な형용사,기본적인,"基本的な (きほんてきな)"
24일차,な형용사,마음 편한,"気楽な (きらくな)"
24일차,な형용사,인색한,けちな
24일차,な형용사,훌륭한,"結構な (けっこうな)"
24일차,な형용사,천한,"下品な (げひんな)"
24일차,な형용사,다양한,"様々な (さまざまな)"
24일차,な형용사,행복한,"幸せな (しあわせな)"
24일차,な형용사,실례되는,"失礼な (しつれいな)"
24일차,な형용사,자동적인,"自動的な (じどうてきな)"
24일차,な형용사,수수한,"地味な (じみな)"
24일차,な형용사,자유로운,"自由な (じゆうな)"
24일차,な형용사,중요한,"重要な (じゅうような)"
24일차,な형용사,소극적인,"消極的な (しょうきょくてきな)"
24일차,な형용사,정직한,"正直な (しょうじきな)"
24일차,な형용사,품위 있는,"上品な (じょうひんな)"
24일차,な형용사,신선한,"新鮮な (しんせんな)"
24일차,な형용사,멋진,すてきな
24일차,な형용사,솔직한,"素直な (すなおな)"
24일차,な형용사,정확한,"正確な (せいかくな)"
24일차,な형용사,청결한,"清潔な (せいけつな)"
24일차,な형용사,정상적인,"正常な (せいじょうな)"
24일차,な형용사,적극적인,"積極的な (せっきょくてきな)"
24일차,な형용사,꼭 닮은,そっくりな
24일차,な형용사,대표적인,"代表的な (だいひょうてきな)"
24일차,な형용사,확실한,"確かな (たしかな)"
24일차,な형용사,성미 급한,"短気な (たんきな)"
24일차,な형용사,단순한,"単純な (たんじゅんな)"
24일차,な형용사,적당한,"適当な (てきとうな)"
24일차,な형용사,잘하는,"得意な (とくいな)"
24일차,な형용사,완만한,なだらかな
24일차,な형용사,서투른,"苦手な (にがてな)"
24일차,な형용사,열심인,"熱心な (ねっしんな)"
24일차,な형용사,화려한,"派手な (はでな)"
25일차,な형용사,불안한,"不安な (ふあんな)"
25일차,な형용사,불가능한,"不可能な (ふかのうな)"
25일차,な형용사,불가사의한,"不思議な (ふしぎな)"
25일차,な형용사,부자유스러운,"不自由な (ふじゆうな)"
25일차,な형용사,태연한,"平気な (へいきな)"
25일차,な형용사,평범한,"平凡な (へいぼんな)"
25일차,な형용사,이상한,"変な (へんな)"
25일차,な형용사,새빨간,"真っ赤な (まっかな)"
25일차,な형용사,캄캄한,"真っ暗な (まっくらな)"
25일차,な형용사,새까만,"真っ黒な (まっくろな)"
25일차,な형용사,새파란,"真っ青な (まっさおな)"
25일차,な형용사,새하얀,"真っ白な (まっしろな)"
25일차,な형용사,열중하는,"夢中な (むちゅうな)"
25일차,な형용사,명확한,"明確な (めいかくな)"
25일차,な형용사,명백한,"明白な (めいはくな)"
25일차,な형용사,귀찮은,"面倒な (めんどうな)"
25일차,な형용사,풍요로운,"豊かな (ゆたかな)"
25일차,な형용사,편한,"楽な (らくな)"
25일차,な형용사,영리한,"利口な (りこうな)"
25일차,な형용사,냉정한,"冷静な (れいせいな)"
25일차,부사,여전히,"相変わらず (あいかわらず)"
25일차,부사,눈 깜짝할 사이에,"あっという間に (あっというまに)"
25일차,부사,이것저것,あれこれ
25일차,부사,의외로,"案外 (あんがい)"
25일차,부사,의외로,"意外に (いがいに)"
25일차,부사,생생하게,"生き生き (いきいき)"
25일차,부사,갑자기,いきなり
25일차,부사,단숨에,"一気に (いっきに)"
25일차,부사,열심히,"一生懸命 (いっしょうけんめい)"
25일차,부사,일제히,"一斉に (いっせいに)"
25일차,부사,어느 틈엔가,"いつの間にか (いつのまにか)"
25일차,부사,일반적으로,"一般に (いっぱんに)"
25일차,부사,금방이라도,"今にも (いまにも)"
25일차,부사,안절부절,いらいら
25일차,부사,깜빡,うっかり
25일차,부사,어슬렁어슬렁,うろうろ
25일차,부사,매우,"大いに (おおいに)"
25일차,부사,먼저,"お先に (おさきに)"
25일차,부사,무심코,"思わず (おもわず)"
25일차,부사,대략,およそ
25일차,부사,실망,がっかり
25일차,부사,반드시 ~인 것은 아니다,"必ずしも (かならずしも)"
26일차,부사,제대로,きちんと
26일차,부사,가득,ぎっしり
26일차,부사,갑자기,"急に (きゅうに)"
26일차,부사,아슬아슬하게,ぎりぎり
26일차,부사,푹,ぐっすり
26일차,부사,몰래,こっそり
26일차,부사,뒹굴뒹굴,ごろごろ
26일차,부사,빨리,さっさと
26일차,부사,곧바로,"早速 (さっそく)"
26일차,부사,대충,ざっと
26일차,부사,상쾌하게,さっぱり
26일차,부사,조용히,しいんと
26일차,부사,점점,"次第に (しだいに)"
26일차,부사,가만히,じっと
26일차,부사,실은,"実は (じつは)"
26일차,부사,잠시,"しばらく (しばらく)"
26일차,부사,절실히,しみじみ
26일차,부사,조금,"少々 (しょうしょう)"
26일차,부사,서서히,"徐々に (じょじょに)"
26일차,부사,적어도,"少なくとも (すくなくとも)"
26일차,부사,조금도,"少しも (すこしも)"
26일차,부사,이미,すでに
26일차,부사,절대로,"絶対に (ぜったいに)"
26일차,부사,부디,ぜひ
26일차,부사,상당히,"相当 (そうとう)"
26일차,부사,속속,"続々 (ぞくぞく)"
26일차,부사,살짝,そっと
26일차,부사,각각,"それぞれ (それぞれ)"
26일차,부사,그다지,"大して (たいして)"
26일차,부사,서로,"互いに (たがいに)"
26일차,부사,다소,"多少 (たしょう)"
26일차,부사,듬뿍,たっぷり
26일차,부사,우연히,たまたま
26일차,부사,단지,"単に (たんに)"
26일차,부사,제대로,ちゃんと
26일차,부사,무심코,つい
26일차,부사,드디어,"ついに (ついに)"
26일차,부사,잇달아,"次々 (つぎつぎ)"
26일차,부사,항상,"常に (つねに)"
26일차,부사,가능하면,できれば
26일차,부사,동시에,"同時に (どうじに)"
26일차,부사,두근두근,どきどき
26일차,부사,갑자기,"突然 (とつぜん)"
26일차,부사,장황하게,ながなが
26일차,부사,싱긋,にっこり
27일차,부사,느릿느릿,のろのろ
27일차,부사,한가로이,のんびり
27일차,부사,시원시원하게,はきはき
27일차,부사,딱,ばったり
27일차,부사,빨리,"早めに (はやめに)"
27일차,부사,반짝반짝,ぴかぴか
27일차,부사,딱,ぴったり
27일차,부사,비틀비틀,ふらふら
27일차,부사,어슬렁어슬렁,ぶらぶら
27일차,부사,별로,"別に (べつに)"
27일차,부사,따로따로,"別々 (べつべつ)"
27일차,부사,안심하는 모양,ほっと
27일차,부사,우물쭈물,まごまご
27일차,부사,설마,"まさか (まさか)"
27일차,부사,어쩌면,"もしかすると (もしかすると)"
27일차,부사,가장,"最も (もっとも)"
27일차,부사,겨우,ようやく
27일차,부사,일부러,わざと
27일차,접속사,이렇게,こうして
27일차,접속사,그리고,そして
27일차,연체사,대단한,"大した (たいした)"
27일차,접속사,그러나,だが
27일차,접속사,그렇지만,だけど
27일차,감동사,어서오세요,ようこそ
27일차,조수사,~할,"~割 (わり)"
27일차,외래어,아이스크림,アイスクリーム
27일차,외래어,아웃,アウト
27일차,외래어,어드바이스,アドバイス
27일차,외래어,주소,アドレス
27일차,외래어,안내방송,アナウンス
27일차,외래어,아마추어,アマチュア
27일차,외래어,앨범,アルバム
27일차,외래어,알루미늄 호일,アルミホイル
27일차,외래어,알레르기,アレルギー
27일차,외래어,설문조사,アンケート
27일차,외래어,안테나,アンテナ
27일차,외래어,이퀄,イコール
28일차,외래어,이미지,イメージ
28일차,외래어,잉크,インク
28일차,외래어,인스턴트,インスタント
28일차,외래어,인터넷,インターネット
28일차,외래어,인터뷰,インタビュー
28일차,외래어,바이러스,ウイルス
28일차,외래어,에너지,エネルギー
28일차,외래어,엔진,エンジン
28일차,외래어,오피스,オフィス
28일차,외래어,오페라,オペラ
28일차,외래어,카드,カード
28일차,외래어,카 내비게이션,カーナビ
28일차,외래어,커브,カーブ
28일차,외래어,카펫,カーペット
28일차,외래어,카탈로그,カタログ
28일차,외래어,커버,カバー
28일차,외래어,컬러,カラー
28일차,외래어,칼로리,カロリー
28일차,외래어,커닝,カンニング
28일차,외래어,캔슬,キャンセル
28일차,외래어,캠퍼스,キャンパス
28일차,외래어,캠프,キャンプ
28일차,외래어,퀴즈,クイズ
28일차,외래어,쿨러,クーラー
28일차,외래어,클래스메이트,クラスメート
28일차,외래어,클리닝,クリーニング
28일차,외래어,클릭,クリック
28일차,외래어,그룹,グループ
28일차,외래어,케이스,ケース
28일차,외래어,편의점,コンビニ
28일차,외래어,서비스,サービス
28일차,외래어,사이즈,サイズ
28일차,외래어,축구,サッカー
28일차,외래어,샐러리맨,サラリーマン
28일차,외래어,숍,ショップ
28일차,외래어,스카프,スカーフ
28일차,외래어,스쿨,スクール
28일차,외래어,스케이트,スケート
28일차,외래어,스케줄,スケジュール
28일차,외래어,스타일,スタイル
28일차,외래어,스토리,ストーリー
28일차,외래어,스톱,ストップ
28일차,외래어,스트레스,ストレス
28일차,외래어,세일,セール
28일차,외래어,센터,センター
28일차,외래어,소스,ソース
28일차,외래어,소파,ソファー
28일차,외래어,다이어트,ダイエット
28일차,외래어,다이아몬드,ダイヤモンド
29일차,외래어,다이얼,ダイヤル
29일차,외래어,타월,タオル
29일차,외래어,댐,ダム
29일차,외래어,팁,チップ
29일차,외래어,데이터,データ
29일차,외래어,테마,テーマ
29일차,외래어,디저트,デザート
29일차,외래어,디지털 카메라,デジカメ
29일차,외래어,톱,トップ
29일차,외래어,드라이브,ドライブ
29일차,외래어,드라이어,ドライヤー
29일차,외래어,트레이닝,トレーニング
29일차,외래어,터널,トンネル
29일차,외래어,목걸이,ネックレス
29일차,외래어,넷,ネット
29일차,외래어,노크,ノック
29일차,외래어,퍼센트,パーセント
29일차,외래어,하트,ハート
29일차,외래어,하이킹,ハイキング
29일차,외래어,오토바이,バイク
29일차,외래어,아르바이트,バイト
29일차,외래어,패스,パス
29일차,외래어,버스 정류장,バス停
29일차,외래어,여권,パスポート
29일차,외래어,핸드백,ハンドバッグ
29일차,외래어,팸플릿,パンフレット
29일차,외래어,비타민,ビタミン
29일차,외래어,비디오,ビデオ
29일차,외래어,힌트,ヒント
29일차,외래어,파일,ファイル
29일차,외래어,패스트푸드,ファーストフード
29일차,외래어,지퍼,ファスナー
29일차,외래어,팩스,ファックス
29일차,외래어,블라우스,ブラウス
29일차,외래어,브러시,ブラシ
29일차,외래어,플러스,プラス
29일차,외래어,플랜,プラン
29일차,외래어,브레이크,ブレーキ
29일차,외래어,벨트,ベルト
29일차,외래어,보너스,ボーナス
29일차,외래어,홈페이지,ホームページ
29일차,외래어,포스터,ポスター
29일차,외래어,마이너스,マイナス
29일차,외래어,머플러,マフラー
29일차,외래어,마라톤,マラソン
29일차,외래어,맨션,マンション
29일차,외래어,미스,ミス
29일차,외래어,밀크,ミルク
29일차,외래어,메일,メール
29일차,외래어,메뉴,メニュー
30일차,외래어,멤버,メンバー
30일차,외래어,유머,ユーモア
30일차,외래어,유럽,ヨーロッパ
30일차,외래어,라이온,ライオン
30일차,외래어,라이트,ライト
30일차,외래어,런치,ランチ
30일차,외래어,러닝,ランニング
30일차,외래어,리더,リーダー
30일차,외래어,리사이클,リサイクル
30일차,외래어,리터,リットル
30일차,외래어,리본,リボン
30일차,외래어,레인코트,レインコート
30일차,외래어,렌즈,レンズ
30일차,외래어,로비,ロビー
30일차,외래어,로봇,ロボット